instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,year,workingday_str,time_category
4642,2011-07-17,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,20,30,50,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4643,2011-07-17,3,0,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,45,73,118,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4644,2011-07-17,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,74,110,184,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4645,2011-07-17,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,304,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4646,2011-07-17,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,147,244,391,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
4647,2011-07-17,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,177,243,420,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
4648,2011-07-17,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,200,272,472,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
4649,2011-07-17,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,168,262,430,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
4650,2011-07-17,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,129,195,324,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
4651,2011-07-17,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,129,188,317,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
4652,2011-07-17,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,133,236,369,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
4653,2011-07-17,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,147,243,390,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
4654,2011-07-17,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,145,234,379,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
4655,2011-07-17,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177,262,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4656,2011-07-17,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,59,148,207,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4657,2011-07-17,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4658,2011-07-17,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54,93,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4659,2011-07-18,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,51,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4660,2011-07-18,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,17,8,25,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4661,2011-07-18,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,2,8,10,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4662,2011-07-18,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,3,4,7,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4663,2011-07-18,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,1,3,4,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4664,2011-07-18,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,17,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4665,2011-07-18,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95,105,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4666,2011-07-18,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,22,255,277,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4667,2011-07-18,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,18,329,347,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4668,2011-07-18,3,0,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,33,170,203,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4669,2011-07-18,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,52,78,130,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4670,2011-07-18,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,42,99,141,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4671,2011-07-18,3,0,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,39,126,165,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4672,2011-07-18,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,27,125,152,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4673,2011-07-18,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,32,106,138,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4674,2011-07-18,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,53,111,164,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4675,2011-07-18,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,45,220,265,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4676,2011-07-18,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,72,473,545,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4677,2011-07-18,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,80,478,558,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4678,2011-07-18,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,63,335,398,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4679,2011-07-18,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,91,232,323,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4680,2011-07-18,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,48,154,202,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4681,2011-07-18,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,36,104,140,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4682,2011-07-18,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,32,59,91,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4683,2011-07-19,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,25,26,51,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4684,2011-07-19,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,7,6,13,Fall,Misty/Cloudy,2011,Working Day,Night (20-05)
4685,2011-07-19,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,9,4,13,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4686,2011-07-19,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4687,2011-07-19,3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,1,4,5,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4688,2011-07-19,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,0,19,19,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4689,2011-07-19,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,8,126,134,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4690,2011-07-19,3,0,7,7,0,2,1,2,0.74,0.697,0.7,0.1642,28,287,315,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4691,2011-07-19,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,412,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4692,2011-07-19,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,199,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4693,2011-07-19,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,29,112,141,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4694,2011-07-19,3,0,7,11,0,2,1,1,0.82,0.803,0.59,0.0,29,98,127,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4695,2011-07-19,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,153,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4696,2011-07-19,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,33,139,172,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4697,2011-07-19,3,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,41,111,152,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4698,2011-07-19,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,48,110,158,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4699,2011-07-19,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,61,216,277,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4700,2011-07-19,3,0,7,17,0,2,1,1,0.8,0.803,0.66,0.0,68,445,513,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4701,2011-07-19,3,0,7,18,0,2,1,1,0.8,0.803,0.66,0.1343,80,450,530,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4702,2011-07-19,3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,54,334,388,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4703,2011-07-19,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,48,229,277,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4704,2011-07-19,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,47,194,241,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4705,2011-07-19,3,0,7,22,0,2,1,1,0.74,0.7121,0.74,0.0,36,120,156,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4706,2011-07-19,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,19,73,92,Fall,Light Snow/Rain,2011,Working Day,Night (20-05)
4707,2011-07-20,3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,11,29,40,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4708,2011-07-20,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0.0,4,7,11,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4709,2011-07-20,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0.0,2,7,9,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4710,2011-07-20,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,2,4,6,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4711,2011-07-20,3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0.0,0,4,4,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4712,2011-07-20,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4713,2011-07-20,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,5,111,116,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4714,2011-07-20,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,303,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4715,2011-07-20,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0.0,34,404,438,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4716,2011-07-20,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,209,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4717,2011-07-20,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0.0,34,76,110,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4718,2011-07-20,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4719,2011-07-20,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0.0,28,121,149,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4720,2011-07-20,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,120,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4721,2011-07-20,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4722,2011-07-20,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4723,2011-07-20,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0.0,30,204,234,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4724,2011-07-20,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,455,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4725,2011-07-20,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4726,2011-07-20,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,382,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4727,2011-07-20,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4728,2011-07-20,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,242,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4729,2011-07-20,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4730,2011-07-20,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4731,2011-07-21,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,42,Fall,Misty/Cloudy,2011,Working Day,Night (20-05)
4732,2011-07-21,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,5,16,21,Fall,Misty/Cloudy,2011,Working Day,Night (20-05)
4733,2011-07-21,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6,Fall,Misty/Cloudy,2011,Working Day,Night (20-05)
4734,2011-07-21,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,6,Fall,Misty/Cloudy,2011,Working Day,Night (20-05)
4735,2011-07-21,3,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,0,4,4,Fall,Misty/Cloudy,2011,Working Day,Night (20-05)
4736,2011-07-21,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4737,2011-07-21,3,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,6,111,117,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4738,2011-07-21,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,23,251,274,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4739,2011-07-21,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,23,358,381,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4740,2011-07-21,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,34,166,200,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4741,2011-07-21,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4742,2011-07-21,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,27,79,106,Fall,Misty/Cloudy,2011,Working Day,Afternoon (11-15)
4743,2011-07-21,3,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,29,106,135,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4744,2011-07-21,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,21,81,102,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4745,2011-07-21,3,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,50,97,147,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4746,2011-07-21,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,40,93,133,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4747,2011-07-21,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,43,167,210,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4748,2011-07-21,3,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,40,374,414,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4749,2011-07-21,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,382,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4750,2011-07-21,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,284,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4751,2011-07-21,3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,38,199,237,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4752,2011-07-21,3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,38,187,225,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4753,2011-07-21,3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,36,113,149,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4754,2011-07-21,3,0,7,23,0,4,1,1,0.8,0.8182,0.71,0.1642,40,73,113,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4755,2011-07-22,3,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,9,51,60,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4756,2011-07-22,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0.0,7,17,24,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4757,2011-07-22,3,0,7,2,0,5,1,1,0.78,0.803,0.79,0.1343,0,14,14,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4758,2011-07-22,3,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045,1,6,7,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4759,2011-07-22,3,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,8,5,13,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4760,2011-07-22,3,0,7,5,0,5,1,1,0.74,0.7121,0.79,0.1045,2,17,19,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4761,2011-07-22,3,0,7,6,0,5,1,1,0.76,0.7424,0.75,0.0896,13,83,96,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4762,2011-07-22,3,0,7,7,0,5,1,2,0.8,0.803,0.66,0.1045,20,232,252,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4763,2011-07-22,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,30,292,322,Fall,Misty/Cloudy,2011,Working Day,Morning (05-11)
4764,2011-07-22,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,31,177,208,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4765,2011-07-22,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,32,83,115,Fall,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
4766,2011-07-22,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,23,86,109,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4767,2011-07-22,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,20,95,115,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4768,2011-07-22,3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,25,98,123,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4769,2011-07-22,3,0,7,14,0,5,1,1,0.96,1.0,0.48,0.2985,24,77,101,Fall,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
4770,2011-07-22,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,32,101,133,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4771,2011-07-22,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,182,Fall,Light Snow/Rain,2011,Working Day,Evening (15-20)
4772,2011-07-22,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,35,271,306,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4773,2011-07-22,3,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,34,250,284,Fall,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
4774,2011-07-22,3,0,7,19,0,5,1,2,0.86,0.7879,0.41,0.1045,40,210,250,Fall,Misty/Cloudy,2011,Working Day,Evening (15-20)
4775,2011-07-22,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0.0,46,166,212,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4776,2011-07-22,3,0,7,21,0,5,1,1,0.82,0.803,0.59,0.0896,38,152,190,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4777,2011-07-22,3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,44,105,149,Fall,Misty/Cloudy,2011,Working Day,Night (20-05)
4778,2011-07-22,3,0,7,23,0,5,1,1,0.8,0.7879,0.63,0.194,19,84,103,Fall,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
4779,2011-07-23,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0.0,16,85,101,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4780,2011-07-23,3,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,13,57,70,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4781,2011-07-23,3,0,7,2,0,6,0,1,0.82,0.7727,0.52,0.0,13,48,61,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4782,2011-07-23,3,0,7,3,0,6,0,1,0.78,0.7576,0.66,0.0896,6,16,22,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4783,2011-07-23,3,0,7,4,0,6,0,1,0.76,0.7273,0.66,0.1045,5,4,9,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4784,2011-07-23,3,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,1,6,7,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4785,2011-07-23,3,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,6,19,25,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4786,2011-07-23,3,0,7,7,0,6,0,1,0.8,0.7424,0.52,0.1045,7,38,45,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4787,2011-07-23,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,24,85,109,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4788,2011-07-23,3,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,30,102,132,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4789,2011-07-23,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,61,137,198,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
4790,2011-07-23,3,0,7,11,0,6,0,1,0.9,0.8182,0.37,0.194,62,154,216,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
4791,2011-07-23,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,71,164,235,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
4792,2011-07-23,3,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,78,167,245,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
4793,2011-07-23,3,0,7,14,0,6,0,1,0.92,0.8939,0.42,0.0,84,152,236,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
4794,2011-07-23,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0.0,78,137,215,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
4795,2011-07-23,3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,70,151,221,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
4796,2011-07-23,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,70,127,197,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
4797,2011-07-23,3,0,7,18,0,6,0,1,0.92,0.8788,0.4,0.2239,62,134,196,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
4798,2011-07-23,3,0,7,19,0,6,0,2,0.82,0.803,0.59,0.1343,80,137,217,Fall,Misty/Cloudy,2011,Holiday/Weekend,Evening (15-20)
4799,2011-07-23,3,0,7,20,0,6,0,1,0.82,0.803,0.59,0.2239,47,98,145,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4800,2011-07-23,3,0,7,21,0,6,0,1,0.82,0.803,0.59,0.2239,39,115,154,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4801,2011-07-23,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.194,37,88,125,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4802,2011-07-23,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,104,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4803,2011-07-24,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,42,77,119,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4804,2011-07-24,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,33,63,96,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
4805,2011-07-24,3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,12,48,60,Fall,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
